event_ns,lane,note_id,stage,judgment,delay_ns
1836000083,3,273,calibration,perfect,460348
1841999922,15,274,calibration,perfect,1131105
1842000660,7,275,calibration,perfect,665825
1842998707,11,276,calibration,perfect,625670
1846000371,9,277,calibration,perfect,805816
1848999660,8,278,calibration,perfect,758678
1851000012,5,279,calibration,perfect,900187
1851998485,12,280,calibration,perfect,487769
1857000686,4,281,calibration,perfect,758145
1868000308,14,282,calibration,perfect,868771
1870001519,6,283,calibration,perfect,811960
1871004426,10,284,calibration,perfect,723474
1872000190,2,285,calibration,perfect,391939
1873001198,0,286,calibration,perfect,1097201
1877999738,1,287,calibration,perfect,659103
1883000954,3,288,calibration,perfect,583043
1883999748,11,289,calibration,perfect,603848
1888010686,7,290,calibration,perfect,1454801
1890035332,13,291,calibration,perfect,769528
1894000339,5,292,calibration,perfect,352384
1894001126,9,293,calibration,perfect,264167
1898005388,4,294,calibration,perfect,1174545
1900003264,8,295,calibration,perfect,612314
1902000105,12,297,calibration,perfect,378636
1902000754,15,296,calibration,perfect,471304
1908000191,14,298,calibration,perfect,614245
1910001435,6,299,calibration,perfect,423117
1911999597,10,300,calibration,perfect,1196216
1913999391,0,301,calibration,perfect,385228
1914999011,2,302,calibration,perfect,695031
1921005443,1,303,calibration,perfect,515197
1923998654,3,304,calibration,perfect,379236
1925059515,11,305,calibration,perfect,958744
1931001316,7,306,calibration,perfect,944966
1936025435,9,307,calibration,perfect,1204821
1943999712,13,308,calibration,perfect,730901
1944000562,5,309,calibration,perfect,597282
1944000990,8,310,calibration,perfect,437083
1948002157,14,311,calibration,perfect,473305
1948999765,4,312,calibration,perfect,1245551
1949000439,15,313,calibration,perfect,861399
1958071314,6,314,calibration,perfect,811953
1959002931,2,315,calibration,perfect,1218980
1959003512,10,316,calibration,perfect,762658
1970007463,12,317,calibration,perfect,771594
1985000775,1,318,calibration,perfect,1415087
1986999556,0,319,calibration,perfect,631495
1994000660,15,320,calibration,perfect,709352
1996003524,14,321,calibration,perfect,1027750
2001002498,11,322,calibration,perfect,1010600
2002000216,6,323,calibration,perfect,367484
2002999704,7,324,calibration,perfect,350684
2007000477,2,325,calibration,perfect,1061221
2010999828,5,326,calibration,perfect,989924
2015006397,9,327,calibration,perfect,1077609
2017003811,12,328,calibration,perfect,1191252
2018002893,8,329,calibration,perfect,807002
2019030663,4,330,calibration,perfect,1312227
2019034057,10,331,calibration,perfect,814314
2021003635,13,332,calibration,perfect,1248866
2022002376,3,333,calibration,perfect,1079860
2025004257,1,334,calibration,perfect,333607
2027999804,0,335,calibration,perfect,827798
2035999907,15,336,calibration,perfect,1058728
2036000940,14,337,calibration,perfect,532932
2041000573,11,338,calibration,perfect,957972
2043003253,6,339,calibration,perfect,1042396
2047073343,2,341,calibration,perfect,1097068
2047074173,7,340,calibration,perfect,1293637
2057000570,9,342,calibration,perfect,412923
2063000234,8,343,calibration,perfect,729786
2063999739,10,344,calibration,perfect,884289
2068003040,12,345,calibration,perfect,520274
2074000565,5,346,calibration,perfect,1198354
2081000751,0,347,calibration,perfect,998268
2085001169,11,348,calibration,perfect,536610
2087006917,6,349,calibration,perfect,769176
2088002686,2,350,calibration,perfect,927047
2088003989,14,351,calibration,perfect,887617
2088004431,7,352,calibration,perfect,529043
2090999757,3,353,calibration,perfect,1171139
2092000050,13,354,calibration,perfect,1159922
2099000011,15,355,calibration,perfect,1342052
2102000661,4,356,calibration,perfect,563561
2108000158,8,357,calibration,perfect,1225084
2108001006,9,358,calibration,perfect,936674
2111000266,10,359,calibration,perfect,548702
2112028114,1,360,calibration,perfect,863432
2116002283,5,361,calibration,perfect,576373
2121003686,12,362,calibration,perfect,1045624
2126002348,11,363,calibration,perfect,563265
2127999742,6,364,calibration,perfect,1181557
2129003701,0,365,calibration,perfect,717337
2131000276,2,366,calibration,perfect,344986
2131000914,7,367,calibration,perfect,198006
2132003872,13,368,calibration,perfect,826382
2140051180,3,369,calibration,perfect,950020
2144000755,4,370,calibration,perfect,792251
2148999836,8,371,calibration,perfect,1256882
2149000527,14,372,calibration,perfect,567815
2150007476,9,373,calibration,perfect,288203
2157999861,15,374,calibration,perfect,1086859
2158001103,5,375,calibration,perfect,717004
2158001691,10,376,calibration,perfect,590485
2159004549,1,377,calibration,perfect,788690
2160999795,12,378,calibration,perfect,271699
2168004763,11,379,calibration,perfect,1141668
2168005875,6,380,calibration,perfect,675837
2169005362,0,381,calibration,perfect,635350
2175999794,13,382,calibration,perfect,407342
2187003850,7,383,calibration,perfect,1170331
2196005866,2,384,calibration,perfect,614848
2199000185,14,385,calibration,perfect,1175335
2204004201,3,386,calibration,perfect,784423
2209000630,1,387,calibration,perfect,902448
2209001476,9,388,calibration,perfect,852836
2210999937,10,389,calibration,perfect,490503
2215001151,4,390,calibration,perfect,815352
2215002010,11,391,calibration,perfect,733268
2216999899,12,392,calibration,perfect,450264
2217000960,6,393,calibration,perfect,325279
2218999660,15,394,calibration,perfect,602083
2222005996,5,395,calibration,perfect,1142787
2225000308,0,396,calibration,perfect,1243475
2229000309,8,397,calibration,perfect,843397
2229999712,13,398,calibration,perfect,773946
2231003398,7,399,calibration,perfect,795216
2238003305,2,400,calibration,perfect,1286090
2245000314,14,401,calibration,perfect,1155802
2246003024,3,402,calibration,perfect,644966
2250005850,1,403,calibration,perfect,939799
2252000192,10,404,calibration,perfect,1020686
2255001261,9,405,calibration,perfect,1372719
2258070966,11,406,calibration,perfect,393661
2259005401,12,407,calibration,perfect,581723
2261000196,15,408,calibration,perfect,1015654
2261999782,5,409,calibration,perfect,710614
2267003043,4,410,calibration,perfect,342972
2269000826,0,411,calibration,perfect,1159215
2269001508,6,412,calibration,perfect,1041473
2273000023,7,413,calibration,perfect,1106562
2273998877,13,414,calibration,perfect,1190264
2281000877,8,415,calibration,perfect,1105990
2282001048,2,416,calibration,perfect,864022
2285000632,14,417,calibration,perfect,872218
2291000046,3,418,calibration,perfect,948517
2291998432,10,419,calibration,perfect,424705
2293001529,1,420,calibration,perfect,515410
2295004333,9,421,calibration,perfect,553167
2299000057,11,422,calibration,perfect,748647
2306000671,12,423,calibration,perfect,545212
2308000011,5,424,calibration,perfect,1094213
2310000068,0,425,calibration,perfect,1076785
2317000603,4,426,calibration,perfect,179352
2320999243,7,427,calibration,perfect,1110273
2329999219,6,428,calibration,perfect,544867
2335999607,9,429,calibration,perfect,265594
2337999565,10,430,calibration,perfect,1082485
2342999188,2,431,calibration,perfect,759092
2343998983,8,432,calibration,perfect,1266846
2345000079,3,433,calibration,perfect,943864
2345000673,1,434,calibration,perfect,899527
2345999934,13,435,calibration,perfect,539968
2347009375,11,436,calibration,perfect,1369151
2351000023,14,437,calibration,perfect,1080142
2351001548,15,438,calibration,perfect,796082
2352998529,5,439,calibration,perfect,287428
2360000532,4,440,calibration,perfect,1434795
2360001619,12,441,calibration,perfect,1359149
2361000173,0,442,calibration,perfect,371207
2365999766,7,443,calibration,perfect,943897
2376009992,6,444,calibration,perfect,481793
2376999163,9,445,calibration,perfect,965974
2379000256,10,446,calibration,perfect,807226
2385015680,3,447,calibration,perfect,930005
2387000504,1,448,calibration,perfect,1114874
2395003158,8,449,calibration,perfect,1104188
2395004028,5,450,calibration,perfect,895894
2397012063,2,451,calibration,perfect,817483
2398001590,14,452,calibration,perfect,965938
2398999638,13,453,calibration,perfect,1386379
2401000454,12,454,calibration,perfect,1115117
2401999779,15,455,calibration,perfect,359606
2413003829,0,456,calibration,perfect,907484
2414000604,11,457,calibration,perfect,415449
2414999635,4,458,calibration,perfect,711019
2415999763,7,459,calibration,perfect,582530
2416999206,9,460,calibration,perfect,657234
2416999739,6,461,calibration,perfect,212480
2418999734,10,462,calibration,perfect,675184
2426999864,3,463,calibration,perfect,1412750
2433000795,1,464,calibration,perfect,913439
2436000258,5,465,calibration,perfect,545882
2436000977,8,466,calibration,perfect,508615
2438000202,2,467,calibration,perfect,1411872
2438001282,14,468,calibration,perfect,702327
2440004482,13,469,calibration,perfect,1124357
2444000138,15,470,calibration,perfect,705288
2450000685,12,471,calibration,perfect,996379
2454999491,0,472,calibration,perfect,1033217
2456000258,4,473,calibration,perfect,1155295
2459000752,6,474,calibration,perfect,704001
2463999951,7,475,calibration,perfect,677989
2464000754,10,476,calibration,perfect,425619
2467004918,11,477,calibration,perfect,817610
2468000570,3,478,calibration,perfect,602247
2469999965,9,479,calibration,perfect,210212
2473001434,1,480,calibration,perfect,778167
2482000697,13,481,calibration,perfect,848779
2482999717,5,482,calibration,perfect,293514
2484004168,2,483,calibration,perfect,1219777
2487000213,14,484,calibration,perfect,832516
2489000057,15,485,calibration,perfect,1234482
2492000078,8,486,calibration,perfect,568860
2492000672,12,487,calibration,perfect,242220
2495001519,0,488,calibration,perfect,983359
2500000192,4,489,calibration,perfect,1021430
2505000352,6,490,calibration,perfect,893848
2505001106,7,491,calibration,perfect,792012
2505999722,10,492,calibration,perfect,349819
2514000661,11,493,calibration,perfect,984088
2516000649,1,494,calibration,perfect,881083
2517000124,3,495,calibration,perfect,762518
2520003528,9,496,calibration,perfect,1011344
2524999445,13,497,calibration,perfect,1000786
2525000299,2,498,calibration,perfect,243370
2532000658,5,500,calibration,perfect,852341
2532001511,15,499,calibration,perfect,1049359
2533999760,12,501,calibration,perfect,1225029
2540000837,8,502,calibration,perfect,856177
2540001650,4,503,calibration,perfect,507208
2543999981,14,504,calibration,perfect,1376610
2544000709,0,505,calibration,perfect,356290
2547014730,10,506,calibration,perfect,1168343
2547015931,7,507,calibration,perfect,419637
2548005821,6,508,calibration,perfect,1180681
2560000800,3,509,calibration,perfect,820685
2566052938,1,510,calibration,perfect,1095740
2567003488,13,511,calibration,perfect,970734
2575005299,5,512,calibration,perfect,1240010
2575006078,11,513,calibration,perfect,830726
2580000594,8,514,calibration,perfect,763534
2583075076,2,515,calibration,perfect,1421849
2583075863,15,516,calibration,perfect,1192886
2591026479,0,517,calibration,perfect,860679
2593004409,9,518,calibration,perfect,492340
2598998457,7,519,calibration,perfect,1015269
2605001119,6,520,calibration,perfect,346317
2606002088,3,521,calibration,perfect,957926
2606002803,12,522,calibration,perfect,357671
2609002643,13,523,calibration,perfect,1228570
2609003548,4,524,calibration,perfect,611873
2615000411,10,525,calibration,perfect,887082
2618999943,1,527,calibration,perfect,799399
2619000686,11,526,calibration,perfect,915542
2621002449,5,529,calibration,perfect,1021610
2621003161,8,528,calibration,perfect,1078378
2626029103,14,530,calibration,perfect,775861
2627999641,15,531,calibration,perfect,261178
2630000904,2,532,calibration,perfect,1174820
2630999980,0,533,calibration,perfect,257095
2635000627,9,534,calibration,perfect,671463
2641000759,7,535,calibration,perfect,773873
2650000266,4,536,calibration,perfect,656813
2650999643,3,538,calibration,perfect,955187
2651000177,13,537,calibration,perfect,1069491
2651999518,12,539,calibration,perfect,1267119
2652999406,6,540,calibration,perfect,361786
2658000663,10,541,calibration,perfect,1149431
2660998389,1,542,calibration,perfect,916913
2663999427,11,543,calibration,perfect,1227904
2673001823,8,544,calibration,perfect,767542
2675001054,0,545,calibration,perfect,235965
2677999889,9,546,calibration,perfect,581094
2678000645,15,547,calibration,perfect,459951
2679998626,2,548,calibration,perfect,1252599
2686999869,14,549,calibration,perfect,695097
2687999477,5,550,calibration,perfect,762467
2690000911,7,551,calibration,perfect,1171877
2690001728,4,552,calibration,perfect,587980
2693001279,12,553,calibration,perfect,560057
2694999818,3,554,calibration,perfect,713900
2695999415,6,555,calibration,perfect,1132850
2707000505,13,556,calibration,perfect,1119673
2710999951,11,557,calibration,perfect,488026
2716000366,10,558,calibration,perfect,995766
2718002756,8,559,calibration,perfect,528066
2719004734,9,560,calibration,perfect,800257
2723999809,1,561,calibration,perfect,1182163
2727000505,0,562,calibration,perfect,802611
2728004097,15,563,calibration,perfect,768393
2730001495,5,564,calibration,perfect,1180517
2730999625,14,565,calibration,perfect,956809
2731000355,7,566,calibration,perfect,830827
2735003558,2,567,calibration,perfect,363636
2741003096,12,568,calibration,perfect,1047082
2742999119,3,569,calibration,perfect,723621
2742999942,6,570,calibration,perfect,518578
2751000588,13,571,calibration,perfect,941937
2762998662,10,572,calibration,perfect,858119
2766000295,11,573,calibration,perfect,788902
2768999949,15,574,calibration,perfect,304488
2770998565,0,575,calibration,perfect,662387
2773006840,8,576,calibration,perfect,1020161
2773007493,1,577,calibration,perfect,683900
2778000257,4,578,calibration,perfect,601343
2782004827,14,579,calibration,perfect,840800
2784000030,9,580,calibration,perfect,1163401
2784000676,12,581,calibration,perfect,494041
2787000333,5,582,calibration,perfect,532449
2788000202,7,583,calibration,perfect,1315127
2788000734,6,584,calibration,perfect,382534
2792000790,2,585,calibration,perfect,1238009
2793000034,3,586,calibration,perfect,962442
2796000051,13,587,calibration,perfect,618045
2804000212,10,588,calibration,perfect,1165359
2810999822,15,589,calibration,perfect,1260046
2811000472,11,590,calibration,perfect,767709
2816999063,0,591,calibration,perfect,231040
2818005391,8,592,calibration,perfect,705815
2819000487,1,593,calibration,perfect,1287971
2822000062,14,594,calibration,perfect,311302
2824999869,12,595,calibration,perfect,1198766
2825000482,4,596,calibration,perfect,496916
2828000362,5,597,calibration,perfect,630344
2829999640,9,598,calibration,perfect,1186254
2833999927,3,599,calibration,perfect,1052991
2850000185,10,600,calibration,perfect,1323047
2855001367,2,601,calibration,perfect,799854
2855999560,15,602,calibration,perfect,1226033
2858999961,8,603,calibration,perfect,866400
2860001349,7,604,calibration,perfect,601361
2860999577,0,605,calibration,perfect,354363
2862005039,11,606,calibration,perfect,1214048
2864000479,1,607,calibration,perfect,1193764
2866001058,4,608,calibration,perfect,1000555
2868999741,13,609,calibration,perfect,568592
2870000349,9,610,calibration,perfect,1085762
2870000843,12,611,calibration,perfect,490320
2872004363,5,612,calibration,perfect,1001443
2872005233,6,613,calibration,perfect,902121
2872005695,14,614,calibration,perfect,277886
2874000352,3,615,calibration,perfect,886456
2894000455,10,616,calibration,perfect,1394018
2895999964,2,617,calibration,perfect,757772
2897000232,15,618,calibration,perfect,1273546
2902000109,7,619,calibration,perfect,347047
2904999946,0,620,calibration,perfect,560976
2908006145,4,621,calibration,perfect,480444
2911999909,11,622,calibration,perfect,1077325
2914999412,8,623,calibration,perfect,953579
2915000054,12,624,calibration,perfect,520253
2921002412,3,625,calibration,perfect,467082
2922041382,13,626,calibration,perfect,1001171
2927000877,6,627,calibration,perfect,1098573
2927001665,14,628,calibration,perfect,567821
2928000111,5,629,calibration,perfect,941212
2929999723,1,630,calibration,perfect,1296007
2930000407,9,631,calibration,perfect,851654
2935006871,10,632,calibration,perfect,651171
2937000303,15,633,calibration,perfect,894429
2937000932,2,634,calibration,perfect,611093
2945000892,7,635,calibration,perfect,1122806
2949999938,0,636,calibration,perfect,992326
2950998521,4,637,calibration,perfect,982307
2953005159,11,638,calibration,perfect,1216382
2958000597,12,639,calibration,perfect,528110
2960000148,8,640,calibration,perfect,1131601
2966000801,3,641,calibration,perfect,1377674
2966001514,13,642,calibration,perfect,925525
2967000029,6,643,calibration,perfect,796980
2968999038,14,644,calibration,perfect,857905
2969999481,1,645,calibration,perfect,885487
2972001248,5,646,calibration,perfect,805211
2972001933,9,647,calibration,perfect,299644
2975999916,10,648,calibration,perfect,1045021
2984000296,15,649,calibration,perfect,755944
2984001104,2,650,calibration,perfect,413308
2985002496,7,651,calibration,perfect,731118
2993000024,11,652,calibration,perfect,1107475
2994999687,0,653,calibration,perfect,473519
3000000413,4,654,calibration,perfect,1238369
3000999910,12,655,calibration,perfect,813357
3001999504,8,656,calibration,perfect,1266578
3011000094,3,657,calibration,perfect,1226510
3013000118,14,658,calibration,perfect,561879
3014998103,9,659,calibration,perfect,547289
3025005769,13,660,calibration,perfect,873173
3029000037,7,661,calibration,perfect,1079372
3029000615,15,662,calibration,perfect,1035792
3038000152,5,663,calibration,perfect,1304880
3040999707,6,664,calibration,perfect,836501
3045000182,1,665,calibration,perfect,199421
3052004231,3,666,calibration,perfect,1053196
3057072017,4,667,calibration,perfect,1078406
3057072764,10,668,calibration,perfect,763394
3058003538,2,669,calibration,perfect,343729
3068002814,11,670,calibration,perfect,1094730
3078071409,5,671,calibration,perfect,599188
3079005451,14,672,calibration,perfect,1044840
3080002139,7,673,calibration,perfect,1062490
3081000318,15,674,calibration,perfect,938322
3081999502,9,675,calibration,perfect,999474
3085999772,1,676,calibration,perfect,508911
3088004407,8,677,calibration,perfect,486089
3089002653,12,678,calibration,perfect,1061916
3090030102,0,679,calibration,perfect,769517
3092002119,13,680,calibration,perfect,903550
3094000644,6,681,calibration,perfect,1367904
3096002291,3,682,calibration,perfect,1003323
3097018994,4,683,calibration,perfect,818526
3099071074,2,684,calibration,perfect,1187131
3102000386,10,685,calibration,perfect,900033
