id,lane,target_ns,stage
188,3,1562167379,calibration
189,9,1564555132,calibration
190,15,1570337230,calibration
191,12,1570908807,calibration
192,0,1576255423,calibration
193,11,1576276739,calibration
194,5,1578302888,calibration
195,6,1592866107,calibration
196,1,1593419977,calibration
197,10,1595261700,calibration
198,7,1596660995,calibration
199,14,1596883436,calibration
200,8,1597408058,calibration
201,4,1607370840,calibration
202,9,1612326311,calibration
203,13,1612681864,calibration
204,2,1620137284,calibration
205,12,1622191556,calibration
206,5,1625599883,calibration
207,15,1630017392,calibration
208,10,1642210128,calibration
209,6,1642650063,calibration
210,7,1646482214,calibration
211,4,1652676486,calibration
212,8,1654216849,calibration
213,9,1654478322,calibration
214,3,1654659690,calibration
215,0,1660046387,calibration
216,2,1660890267,calibration
217,14,1661034546,calibration
218,1,1662388600,calibration
219,13,1662746188,calibration
220,11,1664788219,calibration
221,12,1665425904,calibration
222,15,1670492583,calibration
223,5,1674900299,calibration
224,6,1685582116,calibration
225,10,1685668150,calibration
226,7,1699627002,calibration
227,3,1700185881,calibration
228,1,1705672615,calibration
229,11,1709079186,calibration
230,15,1712602043,calibration
231,5,1715508650,calibration
232,8,1717116137,calibration
233,14,1719477896,calibration
234,4,1723143304,calibration
235,0,1723649851,calibration
236,12,1724266729,calibration
237,2,1725262541,calibration
238,13,1725344327,calibration
239,10,1728719664,calibration
240,9,1731608622,calibration
241,6,1736866480,calibration
242,3,1740400822,calibration
243,7,1743655584,calibration
244,1,1745693698,calibration
245,11,1749516622,calibration
246,15,1752942935,calibration
247,8,1759464503,calibration
248,5,1762605741,calibration
249,12,1768531036,calibration
250,14,1777055501,calibration
251,10,1778398348,calibration
252,6,1780205600,calibration
253,3,1781793203,calibration
254,13,1782912555,calibration
255,0,1785460146,calibration
256,1,1785765193,calibration
257,2,1786285119,calibration
258,7,1791671120,calibration
259,4,1795075188,calibration
260,15,1799137405,calibration
261,11,1801972201,calibration
262,9,1802102542,calibration
263,8,1805244141,calibration
264,12,1809470804,calibration
265,5,1809871205,calibration
266,14,1819039788,calibration
267,10,1821147046,calibration
268,6,1825378519,calibration
269,0,1829043984,calibration
270,1,1830663618,calibration
271,13,1830810807,calibration
272,2,1831002353,calibration
273,3,1835539735,calibration
274,15,1840868817,calibration
275,7,1841334835,calibration
276,11,1842373037,calibration
277,9,1845194555,calibration
278,8,1848240982,calibration
279,5,1850099825,calibration
280,12,1851510716,calibration
281,4,1856242541,calibration
282,14,1867131537,calibration
283,6,1869189559,calibration
284,10,1870280952,calibration
285,2,1871608251,calibration
286,0,1871903997,calibration
287,1,1877340635,calibration
288,3,1882417911,calibration
289,11,1883395900,calibration
290,7,1886555885,calibration
291,13,1889265804,calibration
292,5,1893647955,calibration
293,9,1893736959,calibration
294,4,1896830843,calibration
295,8,1899390950,calibration
296,15,1901529450,calibration
297,12,1901621469,calibration
298,14,1907385946,calibration
299,6,1909578318,calibration
300,10,1910803381,calibration
301,0,1913614163,calibration
302,2,1914303980,calibration
303,1,1920490246,calibration
304,3,1923619418,calibration
305,11,1924100771,calibration
306,7,1930056350,calibration
307,9,1934820614,calibration
308,13,1943268811,calibration
309,5,1943403280,calibration
310,8,1943563907,calibration
311,14,1947528852,calibration
312,4,1947754214,calibration
313,15,1948139040,calibration
314,6,1957259361,calibration
315,2,1957783951,calibration
316,10,1958240854,calibration
317,12,1969235869,calibration
318,1,1983585688,calibration
319,0,1986368061,calibration
320,15,1993291308,calibration
321,14,1994975774,calibration
322,11,1999991898,calibration
323,6,2001632732,calibration
324,7,2002649020,calibration
325,2,2005939256,calibration
326,5,2010009904,calibration
327,9,2013928788,calibration
328,12,2015812559,calibration
329,8,2017195891,calibration
330,4,2017718436,calibration
331,10,2018219743,calibration
332,13,2019754769,calibration
333,3,2020922516,calibration
334,1,2024670650,calibration
335,0,2027172006,calibration
336,15,2034941179,calibration
337,14,2035468008,calibration
338,11,2040042601,calibration
339,6,2041960857,calibration
340,7,2045780536,calibration
341,2,2045976275,calibration
342,9,2056587647,calibration
343,8,2062270448,calibration
344,10,2063115450,calibration
345,12,2067482766,calibration
346,5,2072802211,calibration
347,0,2080002483,calibration
348,11,2084464559,calibration
349,6,2086237741,calibration
350,2,2087075639,calibration
351,14,2087116372,calibration
352,7,2087475388,calibration
353,3,2089828618,calibration
354,13,2090840128,calibration
355,15,2097657959,calibration
356,4,2101437100,calibration
357,8,2106775074,calibration
358,9,2107064332,calibration
359,10,2110451564,calibration
360,1,2111164682,calibration
361,5,2115425910,calibration
362,12,2119958062,calibration
363,11,2125439083,calibration
364,6,2126818185,calibration
365,0,2128286364,calibration
366,2,2130655290,calibration
367,7,2130802908,calibration
368,13,2131177490,calibration
369,3,2139101160,calibration
370,4,2143208504,calibration
371,8,2147742954,calibration
372,14,2148432712,calibration
373,9,2149719273,calibration
374,15,2156913002,calibration
375,5,2157284099,calibration
376,10,2157411206,calibration
377,1,2158215859,calibration
378,12,2160728096,calibration
379,11,2166863095,calibration
380,6,2167330038,calibration
381,0,2168370012,calibration
382,13,2175592452,calibration
383,7,2185833519,calibration
384,2,2195391018,calibration
385,14,2197824850,calibration
386,3,2203219778,calibration
387,1,2208098182,calibration
388,9,2208148640,calibration
389,10,2210509434,calibration
390,4,2214185799,calibration
391,11,2214268742,calibration
392,12,2216549635,calibration
393,6,2216675681,calibration
394,15,2218397577,calibration
395,5,2220863209,calibration
396,0,2223756833,calibration
397,8,2228156912,calibration
398,13,2229225766,calibration
399,7,2230208182,calibration
400,2,2236717215,calibration
401,14,2243844512,calibration
402,3,2245358058,calibration
403,1,2249066051,calibration
404,10,2250979506,calibration
405,9,2253628542,calibration
406,11,2257677305,calibration
407,12,2258423678,calibration
408,15,2259984542,calibration
409,5,2261289168,calibration
410,4,2266660071,calibration
411,0,2267841611,calibration
412,6,2267960035,calibration
413,7,2271893461,calibration
414,13,2272808613,calibration
415,8,2279894887,calibration
416,2,2281137026,calibration
417,14,2284128414,calibration
418,3,2290051529,calibration
419,10,2291573727,calibration
420,1,2292486119,calibration
421,9,2294451166,calibration
422,11,2298251410,calibration
423,12,2305455459,calibration
424,5,2306905798,calibration
425,0,2308923283,calibration
426,4,2316821251,calibration
427,7,2319888970,calibration
428,6,2329454352,calibration
429,9,2335734013,calibration
430,10,2336917080,calibration
431,2,2342240096,calibration
432,8,2342732137,calibration
433,3,2344056215,calibration
434,1,2344101146,calibration
435,13,2345459966,calibration
436,11,2345640224,calibration
437,14,2349919881,calibration
438,15,2350205466,calibration
439,5,2352711101,calibration
440,4,2358565737,calibration
441,12,2358642470,calibration
442,0,2360628966,calibration
443,7,2365055869,calibration
444,6,2375528199,calibration
445,9,2376033189,calibration
446,10,2378193030,calibration
447,3,2384085675,calibration
448,1,2385885630,calibration
449,8,2393898970,calibration
450,5,2394108134,calibration
451,2,2396194580,calibration
452,14,2397035652,calibration
453,13,2397613259,calibration
454,12,2399885337,calibration
455,15,2401640173,calibration
456,0,2412096345,calibration
457,11,2413585155,calibration
458,4,2414288616,calibration
459,7,2415417233,calibration
460,9,2416341972,calibration
461,6,2416787259,calibration
462,10,2418324550,calibration
463,3,2425587114,calibration
464,1,2432087356,calibration
465,5,2435454376,calibration
466,8,2435492362,calibration
467,2,2436588330,calibration
468,14,2437298955,calibration
469,13,2438880125,calibration
470,15,2443294850,calibration
471,12,2449004306,calibration
472,0,2453966274,calibration
473,4,2454844963,calibration
474,6,2458296751,calibration
475,7,2463321962,calibration
476,10,2463575135,calibration
477,11,2466187308,calibration
478,3,2467398323,calibration
479,9,2469789753,calibration
480,1,2472223267,calibration
481,13,2481151918,calibration
482,5,2482706203,calibration
483,2,2482784391,calibration
484,14,2486167697,calibration
485,15,2487765575,calibration
486,8,2491431218,calibration
487,12,2491758452,calibration
488,0,2494018160,calibration
489,4,2498978762,calibration
490,6,2504106504,calibration
491,7,2504209094,calibration
492,10,2505649903,calibration
493,11,2513016573,calibration
494,1,2515119566,calibration
495,3,2516237606,calibration
496,9,2518992184,calibration
497,13,2523998659,calibration
498,2,2524756929,calibration
499,15,2530952152,calibration
500,5,2531148317,calibration
501,12,2532774731,calibration
502,8,2539144660,calibration
503,4,2539494442,calibration
504,14,2542623371,calibration
505,0,2543644419,calibration
506,10,2545846387,calibration
507,7,2546596294,calibration
508,6,2546825140,calibration
509,3,2559180115,calibration
510,1,2564957198,calibration
511,13,2566032754,calibration
512,5,2573765289,calibration
513,11,2574175352,calibration
514,8,2579237060,calibration
515,2,2581653227,calibration
516,15,2581882977,calibration
517,0,2590165800,calibration
518,9,2592512069,calibration
519,7,2597983188,calibration
520,6,2604654802,calibration
521,3,2605044162,calibration
522,12,2605645132,calibration
523,13,2607774073,calibration
524,4,2608391675,calibration
525,10,2614113329,calibration
526,11,2618085144,calibration
527,1,2618200544,calibration
528,8,2619924783,calibration
529,5,2619980839,calibration
530,14,2625253242,calibration
531,15,2627738463,calibration
532,2,2628826084,calibration
533,0,2630742885,calibration
534,9,2634329164,calibration
535,7,2640226886,calibration
536,4,2649343453,calibration
537,13,2649930686,calibration
538,3,2650044456,calibration
539,12,2650732399,calibration
540,6,2652637620,calibration
541,10,2656851232,calibration
542,1,2660081476,calibration
543,11,2662771523,calibration
544,8,2672234281,calibration
545,0,2674765089,calibration
546,9,2677418795,calibration
547,15,2677540694,calibration
548,2,2678746027,calibration
549,14,2686304772,calibration
550,5,2687237010,calibration
551,7,2688829034,calibration
552,4,2689413748,calibration
553,12,2692441222,calibration
554,3,2694285918,calibration
555,6,2694866565,calibration
556,13,2705880832,calibration
557,11,2710511925,calibration
558,10,2715004600,calibration
559,8,2717474690,calibration
560,9,2718204477,calibration
561,1,2722817646,calibration
562,0,2726197894,calibration
563,15,2727235704,calibration
564,5,2728820978,calibration
565,14,2730042816,calibration
566,7,2730169528,calibration
567,2,2734639922,calibration
568,12,2739956014,calibration
569,3,2742275498,calibration
570,6,2742481364,calibration
571,13,2750058651,calibration
572,10,2762140543,calibration
573,11,2765211393,calibration
574,15,2768695461,calibration
575,0,2770336178,calibration
576,8,2771986679,calibration
577,1,2772323593,calibration
578,4,2777398914,calibration
579,14,2781164027,calibration
580,9,2782836629,calibration
581,12,2783506635,calibration
582,5,2786467884,calibration
583,7,2786685075,calibration
584,6,2787618200,calibration
585,2,2790762781,calibration
586,3,2792037592,calibration
587,13,2795382006,calibration
588,10,2802834853,calibration
589,15,2809739776,calibration
590,11,2810232763,calibration
591,0,2816768023,calibration
592,8,2817299576,calibration
593,1,2817712516,calibration
594,14,2821688760,calibration
595,12,2823801103,calibration
596,4,2824503566,calibration
597,5,2827370018,calibration
598,9,2828813386,calibration
599,3,2832946936,calibration
600,10,2848677138,calibration
601,2,2854201513,calibration
602,15,2854773527,calibration
603,8,2858133561,calibration
604,7,2859399988,calibration
605,0,2860645214,calibration
606,11,2860790991,calibration
607,1,2862806715,calibration
608,4,2865000503,calibration
609,13,2868431149,calibration
610,9,2868914587,calibration
611,12,2869510523,calibration
612,5,2871002920,calibration
613,6,2871103112,calibration
614,14,2871727809,calibration
615,3,2873113896,calibration
616,10,2892606437,calibration
617,2,2895242192,calibration
618,15,2895726686,calibration
619,7,2901653062,calibration
620,0,2904438970,calibration
621,4,2907525701,calibration
622,11,2910922584,calibration
623,8,2914045833,calibration
624,12,2914479801,calibration
625,3,2920535330,calibration
626,13,2921040211,calibration
627,6,2925902304,calibration
628,14,2926433844,calibration
629,5,2927058899,calibration
630,1,2928703716,calibration
631,9,2929148753,calibration
632,10,2934355700,calibration
633,15,2936105874,calibration
634,2,2936389839,calibration
635,7,2943878086,calibration
636,0,2949007612,calibration
637,4,2950016214,calibration
638,11,2951788777,calibration
639,12,2957472487,calibration
640,8,2958868547,calibration
641,3,2964623127,calibration
642,13,2965075989,calibration
643,6,2966203049,calibration
644,14,2968141133,calibration
645,1,2969113994,calibration
646,5,2971196037,calibration
647,9,2971702289,calibration
648,10,2974954895,calibration
649,15,2983244352,calibration
650,2,2983587796,calibration
651,7,2984271378,calibration
652,11,2991892549,calibration
653,0,2994526168,calibration
654,4,2998762044,calibration
655,12,3000186553,calibration
656,8,3000732926,calibration
657,3,3009773584,calibration
658,14,3012438239,calibration
659,9,3014450814,calibration
660,13,3024132596,calibration
661,7,3027920665,calibration
662,15,3027964823,calibration
663,5,3036695272,calibration
664,6,3040163206,calibration
665,1,3044800761,calibration
666,3,3050951035,calibration
667,4,3055993611,calibration
668,10,3056309370,calibration
669,2,3057659809,calibration
670,11,3066908084,calibration
671,5,3077472221,calibration
672,14,3077960611,calibration
673,7,3078939649,calibration
674,15,3080061996,calibration
675,9,3081000028,calibration
676,1,3085490861,calibration
677,8,3087518318,calibration
678,12,3087940737,calibration
679,0,3089260585,calibration
680,13,3091098569,calibration
681,6,3092632740,calibration
682,3,3094998968,calibration
683,4,3096200468,calibration
684,2,3097883943,calibration
685,10,3101100353,calibration
686,11,3107683010,calibration
687,5,3119694128,calibration
688,9,3123723847,calibration
689,1,3125871850,calibration
690,0,3129900527,calibration
691,14,3131218444,calibration
692,13,3131402144,calibration
693,7,3131534067,calibration
694,15,3143538316,calibration
695,12,3144857686,calibration
696,10,3145578202,calibration
697,2,3146397348,calibration
698,11,3147910302,calibration
699,3,3148009613,calibration
700,8,3155191152,calibration
701,4,3157073099,calibration
702,6,3162341427,calibration
703,5,3165825885,calibration
704,1,3169657658,calibration
705,9,3171074200,calibration
706,0,3172677266,calibration
707,7,3176633788,calibration
708,13,3179205972,calibration
709,14,3180283703,calibration
710,15,3183606110,calibration
711,10,3185606496,calibration
712,12,3187643050,calibration
713,11,3189184739,calibration
714,2,3198373167,calibration
715,6,3202565565,calibration
716,4,3205851430,calibration
717,5,3206181350,calibration
718,8,3206858767,calibration
719,1,3210282968,calibration
720,9,3212981733,calibration
721,7,3219171048,calibration
722,0,3220529256,calibration
723,13,3222884321,calibration
724,3,3224764069,calibration
725,10,3234962825,calibration
726,12,3235193903,calibration
727,15,3235509911,calibration
728,14,3236502329,calibration
729,6,3244544692,calibration
730,2,3245189648,calibration
731,11,3245381513,calibration
732,8,3250155971,calibration
733,1,3250316597,calibration
734,5,3251677701,calibration
735,4,3257009372,calibration
736,9,3257941555,calibration
737,7,3260219296,calibration
738,0,3264116571,calibration
739,13,3264367585,calibration
740,3,3266292099,calibration
741,10,3275060763,calibration
742,12,3276757533,calibration
743,15,3278843771,calibration
744,14,3279002195,calibration
745,11,3291868258,calibration
746,5,3295727307,calibration
747,8,3299233598,calibration
748,6,3299255336,calibration
749,4,3299381322,calibration
750,1,3300186776,calibration
751,9,3300829407,calibration
752,2,3303610155,calibration
753,0,3306275772,calibration
754,7,3306887272,calibration
755,13,3308532482,calibration
756,15,3320364717,calibration
757,14,3322491498,calibration
758,12,3323504794,calibration
759,10,3324391945,calibration
760,3,3328921619,calibration
761,11,3336724449,calibration
762,1,3340313046,calibration
763,9,3345551115,calibration
764,4,3367316830,calibration
765,14,3374542008,calibration
766,7,3375856703,calibration
767,0,3375903272,calibration
768,13,3377672226,calibration
769,12,3388045996,calibration
770,1,3389244048,calibration
771,8,3389737163,calibration
772,15,3397589791,calibration
773,5,3401114586,calibration
774,2,3402023876,calibration
775,3,3403819811,calibration
776,6,3407666162,calibration
777,10,3410922025,calibration
778,11,3415171809,calibration
779,4,3418151777,calibration
780,13,3421368191,calibration
781,14,3421957623,calibration
782,9,3423191004,calibration
783,0,3428764519,calibration
784,1,3432039062,calibration
785,12,3432076230,calibration
786,7,3432585890,calibration
787,8,3433407230,calibration
788,15,3437922683,calibration
789,5,3445925138,calibration
790,2,3447294956,calibration
791,6,3449693204,calibration
792,3,3449830969,calibration
793,13,3461547435,calibration
794,4,3461958985,calibration
795,10,3468128492,calibration
796,11,3468480816,calibration
797,14,3468692288,calibration
798,9,3470217403,calibration
799,0,3471261994,calibration
800,1,3474115477,calibration
801,12,3474231979,calibration
802,8,3479484264,calibration
803,15,3497392090,calibration
804,2,3499137201,calibration
805,4,3502696826,calibration
806,6,3504066816,calibration
807,9,3510614887,calibration
808,7,3511206896,calibration
809,12,3518465699,calibration
810,3,3518518107,calibration
811,1,3520021689,calibration
812,8,3522653382,calibration
813,14,3523060097,calibration
814,11,3528268277,calibration
815,13,3528603089,calibration
816,5,3529755781,calibration
817,10,3536860000,calibration
818,0,3538379177,calibration
819,15,3539624717,calibration
820,6,3544751036,calibration
821,2,3546233778,calibration
822,4,3547057412,calibration
823,3,3559457289,calibration
824,1,3562447907,calibration
825,8,3564451136,calibration
826,7,3565056457,calibration
827,12,3565962491,calibration
828,9,3566261430,calibration
829,14,3567751967,calibration
830,13,3570252115,calibration
831,5,3573896792,calibration
832,11,3574015924,calibration
833,10,3577155122,calibration
834,0,3580500821,calibration
835,15,3581395897,calibration
836,4,3587451818,calibration
837,6,3588641781,calibration
838,2,3589320060,calibration
839,3,3601306203,calibration
840,1,3602999290,calibration
841,8,3605204141,calibration
842,7,3607085068,calibration
843,12,3610497553,calibration
844,9,3613389541,calibration
845,10,3617191919,calibration
846,13,3623310290,calibration
847,14,3626137184,calibration
848,5,3626163726,calibration
849,4,3629279958,calibration
850,2,3630860898,calibration
851,6,3632061645,calibration
852,11,3632521526,calibration
853,15,3634112913,calibration
854,0,3636059828,calibration
855,8,3645956034,calibration
856,7,3650531998,calibration
857,3,3653169682,calibration
858,12,3654624086,calibration
859,1,3655073024,calibration
860,9,3656363098,calibration
861,10,3663219837,calibration
862,13,3663435457,calibration
863,14,3667971683,calibration
864,5,3669272401,calibration
865,4,3670394187,calibration
866,2,3670920192,calibration
867,11,3678415645,calibration
868,6,3680473225,calibration
869,15,3682232628,calibration
870,0,3687548146,calibration
871,3,3694164737,calibration
872,1,3695381790,calibration
873,13,3706976696,calibration
874,12,3709571058,calibration
875,9,3710371343,calibration
876,5,3712045789,calibration
877,14,3716581230,calibration
878,10,3717478948,calibration
879,15,3722810205,calibration
880,4,3724251442,calibration
881,11,3728212825,calibration
882,8,3729327464,calibration
883,0,3733562176,calibration
884,2,3735655406,calibration
885,6,3737936762,calibration
886,7,3741982872,calibration
887,3,3742209270,calibration
888,1,3750240734,calibration
889,9,3755514959,calibration
890,13,3761204268,calibration
891,10,3761239077,calibration
892,12,3764150249,calibration
893,15,3768583598,calibration
894,5,3772604137,calibration
895,0,3774499660,calibration
896,8,3775804864,calibration
897,2,3781861014,calibration
898,14,3783278449,calibration
899,4,3786905950,calibration
900,3,3788223953,calibration
901,1,3791444384,calibration
902,11,3791992304,calibration
903,7,3792504939,calibration
904,6,3796674436,calibration
905,12,3807449914,calibration
906,9,3808646776,calibration
907,13,3811425085,calibration
908,15,3814098495,calibration
909,5,3814178351,calibration
910,0,3815877716,calibration
911,2,3823311419,calibration
912,8,3824282381,calibration
913,10,3826275869,calibration
914,4,3829942151,calibration
915,3,3831072213,calibration
916,14,3831361804,calibration
917,1,3831534124,calibration
918,11,3832871586,calibration
919,7,3836006079,calibration
920,6,3839305243,calibration
921,15,3855919348,calibration
922,13,3857555044,calibration
923,5,3858857434,calibration
924,9,3859543044,calibration
925,12,3861558523,calibration
926,8,3865807670,calibration
927,2,3869099010,calibration
928,10,3869268175,calibration
929,3,3874217774,calibration
930,4,3878972701,calibration
931,11,3879346695,calibration
932,14,3881431326,calibration
933,0,3885330594,calibration
934,7,3888922275,calibration
935,6,3893876375,calibration
936,1,3895731071,calibration
937,15,3897409364,calibration
938,5,3901501055,calibration
939,8,3906019295,calibration
940,12,3907498667,calibration
941,13,3909855907,calibration
942,9,3911436848,calibration
943,10,3911805647,calibration
944,3,3915738249,calibration
945,2,3917163443,calibration
946,4,3919091119,calibration
947,7,3930769993,calibration
948,11,3931538290,calibration
949,6,3934273764,calibration
950,14,3934467539,calibration
951,0,3935462977,calibration
952,1,3939218205,calibration
953,5,3942246977,calibration
954,15,3942413058,calibration
955,8,3948409302,calibration
956,12,3948707793,calibration
957,13,3950779646,calibration
958,9,3953724571,calibration
959,10,3955336397,calibration
960,3,3957330769,calibration
961,4,3959109337,calibration
962,2,3959759644,calibration
963,11,3974278500,calibration
964,14,3976488478,calibration
965,6,3976599588,calibration
966,0,3982378468,calibration
967,1,3991236915,calibration
968,12,3995456975,calibration
969,3,3999540145,calibration
970,10,4000609091,calibration
971,7,4001827495,calibration
972,2,4003138075,calibration
973,13,4004111928,calibration
974,15,4006422802,calibration
975,5,4010251439,calibration
976,4,4010841470,calibration
977,8,4014725685,calibration
978,11,4024347262,calibration
979,14,4024577310,calibration
980,9,4027931871,calibration
981,6,4028230095,calibration
982,0,4030366659,calibration
983,1,4032331957,calibration
984,3,4041221243,calibration
985,12,4041982738,calibration
986,10,4042585894,calibration
987,7,4044707955,calibration
988,13,4044742447,calibration
989,15,4046860763,calibration
990,2,4049800385,calibration
991,5,4051177795,calibration
992,4,4051432076,calibration
993,8,4058452361,calibration
994,11,4065321579,calibration
995,14,4067612846,calibration
996,9,4070601855,calibration
997,0,4072974111,calibration
998,6,4080002747,calibration
999,10,4082976610,calibration
1000,7,4090247774,calibration
1001,12,4090331733,calibration
1002,2,4095650902,calibration
1003,5,4102479026,calibration
1004,4,4103704545,calibration
1005,1,4105712217,calibration
1006,14,4109754951,calibration
1007,13,4113796263,calibration
1008,0,4118025637,calibration
1009,15,4118048706,calibration
1010,11,4119695794,calibration
1011,8,4121972230,calibration
1012,3,4124548740,calibration
1013,6,4126658156,calibration
1014,9,4134181623,calibration
1015,2,4135938603,calibration
1016,10,4138721838,calibration
1017,5,4143417186,calibration
1018,7,4144515628,calibration
1019,4,4146632692,calibration
1020,1,4149062216,calibration
1021,12,4153153425,calibration
1022,14,4156537138,calibration
1023,13,4158380235,calibration
1024,0,4159509352,calibration
1025,11,4162015778,calibration
1026,8,4163668387,calibration
1027,6,4168727216,calibration
1028,3,4172017721,calibration
1029,15,4172383703,calibration
1030,9,4174853172,calibration
1031,2,4179893097,calibration
1032,10,4180725993,calibration
1033,5,4185600171,calibration
1034,7,4190445163,calibration
1035,1,4196790253,calibration
1036,12,4196941597,calibration
1037,0,4206130542,calibration
1038,8,4206758152,calibration
1039,14,4209239810,calibration
1040,6,4209292548,calibration
1041,4,4209859082,calibration
1042,13,4211846352,calibration
1043,11,4213777344,calibration
1044,9,4222288095,calibration
1045,15,4228297834,calibration
1046,5,4231913822,calibration
1047,10,4232867477,calibration
1048,2,4234847347,calibration
1049,7,4236307443,calibration
1050,12,4239000821,calibration
1051,1,4243097706,calibration
1052,3,4245534066,calibration
1053,8,4247189009,calibration
1054,0,4248544082,calibration
1055,13,4255720574,calibration
1056,4,4257873204,calibration
1057,14,4259329622,calibration
1058,11,4262893304,calibration
1059,9,4265308978,calibration
1060,6,4265326083,calibration
1061,7,4276471663,calibration
1062,5,4277985811,calibration
1063,2,4280726553,calibration
1064,15,4285687255,calibration
1065,10,4286083386,calibration
1066,3,4288701056,calibration
1067,0,4291144484,calibration
1068,8,4292010139,calibration
