kind,index,duration_ns
frame_gap,193,12385432
frame_gap,194,12631825
frame_gap,195,12459486
frame_gap,196,12465677
frame_gap,197,12444309
frame_gap,198,12545566
frame_gap,199,12438638
frame_gap,200,12593677
frame_gap,201,12417548
frame_gap,202,12599657
frame_gap,203,12419066
frame_gap,204,12509420
frame_gap,205,12565439
frame_gap,206,12443789
frame_gap,207,12446673
frame_gap,208,12543181
frame_gap,209,12466154
frame_gap,210,12656779
frame_gap,211,12346591
frame_gap,212,12727839
frame_gap,213,12258835
frame_gap,214,12616214
frame_gap,215,12852833
frame_gap,216,12201738
frame_gap,217,12344892
frame_gap,218,12975187
frame_gap,219,12010007
frame_gap,220,12680920
frame_gap,221,12331959
frame_gap,222,12595156
frame_gap,223,12439774
frame_gap,224,12538435
frame_gap,225,12433231
frame_gap,226,12539146
frame_gap,227,12450010
frame_gap,228,12608847
frame_gap,229,12396320
frame_gap,230,12612719
frame_gap,231,12431619
frame_gap,232,12479743
frame_gap,233,12503035
frame_gap,234,12724834
frame_gap,235,12255124
frame_gap,236,12622457
frame_gap,237,12394109
frame_gap,238,12581242
frame_gap,239,12435570
frame_gap,240,12558580
frame_gap,241,12407000
frame_gap,242,12722496
frame_gap,243,12267218
frame_gap,244,12615891
frame_gap,245,12385929
frame_gap,246,12540788
frame_gap,247,12462722
frame_gap,248,12565264
frame_gap,249,12457668
frame_gap,250,12698493
frame_gap,251,12275214
frame_gap,252,12653075
frame_gap,253,12353882
frame_gap,254,12631449
frame_gap,255,12385923
frame_gap,256,12635166
frame_gap,257,12348089
frame_gap,258,12551113
frame_gap,259,12453180
frame_gap,260,12579262
frame_gap,261,12402238
frame_gap,262,12644015
frame_gap,263,12347380
frame_gap,264,12680908
frame_gap,265,12336986
frame_gap,266,12546350
frame_gap,267,12439433
frame_gap,268,12655280
frame_gap,269,12345911
frame_gap,270,12621691
frame_gap,271,12380095
frame_gap,272,12665277
frame_gap,273,12351365
frame_gap,274,12535928
frame_gap,275,12451713
frame_gap,276,12566651
frame_gap,277,12433688
frame_gap,278,12637721
frame_gap,279,12418483
frame_gap,280,12616027
frame_gap,281,12323446
frame_gap,282,12551248
frame_gap,283,12443288
frame_gap,284,12618402
frame_gap,285,12406195
frame_gap,286,12588424
frame_gap,287,12417564
frame_gap,288,12642305
frame_gap,289,12339009
frame_gap,290,12619822
frame_gap,291,12391132
frame_gap,292,12661145
frame_gap,293,12393030
frame_gap,294,12511601
frame_gap,295,12480555
frame_gap,296,12508188
frame_gap,297,12574017
frame_gap,298,12459564
frame_gap,299,12389753
frame_gap,300,12541536
frame_gap,301,12476449
frame_gap,302,12591933
frame_gap,303,12398511
frame_gap,304,12672369
frame_gap,305,12372352
frame_gap,306,12554549
frame_gap,307,12401677
frame_gap,308,12539151
frame_gap,309,12462120
frame_gap,310,12674517
frame_gap,311,12315093
frame_gap,312,12575338
frame_gap,313,12435504
frame_gap,314,12579309
frame_gap,315,12485342
frame_gap,316,12612842
frame_gap,317,12346393
frame_gap,318,12604635
frame_gap,319,12368542
frame_gap,320,12571736
frame_gap,321,12434867
frame_gap,322,12575684
frame_gap,323,12501445
frame_gap,324,12456628
frame_gap,325,12458527
frame_gap,326,12970674
frame_gap,327,12036135
frame_gap,328,12559064
frame_gap,329,12439348
frame_gap,330,12631052
frame_gap,331,12354927
frame_gap,332,12543257
frame_gap,333,12551652
frame_gap,334,12460284
frame_gap,335,12465976
frame_gap,336,12556166
frame_gap,337,12438048
frame_gap,338,12628067
frame_gap,339,12370699
frame_gap,340,12656373
frame_gap,341,12417144
frame_gap,342,12460685
frame_gap,343,12452944
frame_gap,344,12544534
frame_gap,345,12495625
frame_gap,346,12535107
frame_gap,347,12423038
frame_gap,348,12677231
frame_gap,349,12391564
frame_gap,350,12511401
frame_gap,351,12420572
frame_gap,352,12540186
frame_gap,353,12500275
frame_gap,354,12693968
frame_gap,355,12296265
frame_gap,356,12506613
frame_gap,357,12494555
frame_gap,358,12519609
frame_gap,359,12498362
frame_gap,360,12487172
frame_gap,361,12501128
frame_gap,362,12537171
frame_gap,363,12453426
frame_gap,364,12568695
frame_gap,365,12445698
frame_gap,366,12530672
frame_gap,367,12459141
frame_gap,368,12604838
frame_gap,369,12431675
frame_gap,370,12485287
frame_gap,371,12481418
frame_gap,372,12502251
frame_gap,373,12506102
frame_gap,374,12604270
frame_gap,375,12385673
frame_gap,376,12646779
frame_gap,377,12408346
frame_gap,378,12521398
frame_gap,379,12416582
frame_gap,380,12518311
frame_gap,381,12477515
frame_gap,382,12659926
frame_gap,383,12334813
frame_gap,384,12663123
frame_gap,385,12338866
frame_gap,386,12605430
frame_gap,387,12420847
frame_gap,388,12543019
frame_gap,389,12419831
frame_gap,390,12606605
frame_gap,391,12392018
frame_gap,392,12775468
frame_gap,393,12237281
frame_gap,394,12565708
frame_gap,395,12473171
frame_gap,396,12519695
frame_gap,397,12444560
frame_gap,398,12649910
frame_gap,399,12351093
frame_gap,400,12826042
frame_gap,401,12176460
frame_gap,402,12625698
frame_gap,403,12360263
frame_gap,404,12564046
frame_gap,405,12497002
frame_gap,406,12521073
frame_gap,407,12429418
frame_gap,408,12550108
frame_gap,409,12447613
frame_gap,410,12761950
frame_gap,411,12230109
frame_gap,412,12572935
frame_gap,413,12422866
frame_gap,414,12600060
frame_gap,415,12411049
frame_gap,416,12658595
frame_gap,417,12349913
frame_gap,418,12671701
frame_gap,419,12321683
frame_gap,420,12656351
frame_gap,421,12344480
frame_gap,422,12612272
frame_gap,423,12422276
frame_gap,424,12519417
frame_gap,425,12441149
frame_gap,426,12552096
frame_gap,427,12465456
frame_gap,428,12537147
frame_gap,429,12443165
frame_gap,430,12565202
frame_gap,431,12433961
frame_gap,432,12580265
frame_gap,433,12487170
frame_gap,434,12478562
frame_gap,435,12536040
frame_gap,436,12449062
frame_gap,437,12567252
frame_gap,438,12553009
frame_gap,439,12436928
frame_gap,440,12578085
frame_gap,441,12344848
frame_gap,442,12579659
frame_gap,443,12426193
frame_gap,444,12615675
frame_gap,445,12371201
frame_gap,446,12647546
frame_gap,447,12355104
frame_gap,448,12613351
frame_gap,449,12480021
frame_gap,450,12437702
frame_gap,451,12487260
frame_gap,452,12640057
frame_gap,453,12350219
frame_gap,454,12595881
frame_gap,455,12475488
frame_gap,456,12444655
frame_gap,457,12567614
frame_gap,458,12628373
frame_gap,459,12369667
frame_gap,460,12563126
frame_gap,461,12450723
frame_gap,462,12494008
frame_gap,463,12501109
frame_gap,464,12565759
frame_gap,465,12328184
frame_gap,466,12747669
frame_gap,467,12341705
frame_gap,468,12439454
frame_gap,469,12577998
frame_gap,470,12473991
frame_gap,471,12429539
frame_gap,472,12518418
frame_gap,473,12579888
frame_gap,474,12455289
frame_gap,475,12531617
frame_gap,476,12551518
frame_gap,477,12399093
frame_gap,478,12489039
frame_gap,479,12473562
frame_gap,480,12518278
frame_gap,481,12488597
frame_gap,482,12648426
frame_gap,483,12344563
frame_gap,484,12557207
frame_gap,485,12447830
frame_gap,486,12539410
frame_gap,487,12463862
frame_gap,488,12518369
frame_gap,489,12505892
frame_gap,490,12542280
frame_gap,491,12525885
frame_gap,492,12555482
frame_gap,493,12359805
frame_gap,494,12643020
frame_gap,495,12426782
frame_gap,496,12474342
frame_gap,497,12543090
frame_gap,498,12463041
frame_gap,499,12445254
frame_gap,500,12551356
frame_gap,501,12438961
frame_gap,502,12834644
frame_gap,503,12160158
frame_gap,504,12661976
frame_gap,505,12339080
frame_gap,506,12609786
frame_gap,507,12400493
frame_gap,508,12547478
frame_gap,509,12441325
frame_gap,510,12588574
frame_gap,511,12521695
frame_gap,512,12538549
frame_gap,513,12354753
frame_gap,514,12598539
frame_gap,515,12386763
frame_gap,516,12567787
frame_gap,517,12448982
frame_gap,518,12547361
frame_gap,519,12464873
frame_gap,520,12540077
frame_gap,521,12450148
frame_gap,522,12662238
frame_gap,523,12326526
frame_gap,524,12563226
frame_gap,525,12447455
frame_gap,526,12620374
frame_gap,527,12350583
frame_gap,528,12577575
frame_gap,529,12440356
frame_gap,530,12606678
frame_gap,531,12507190
frame_gap,532,12447956
frame_gap,533,12426905
frame_gap,534,12646397
frame_gap,535,12360835
frame_gap,536,12565178
frame_gap,537,12443083
frame_gap,538,12535782
frame_gap,539,12547720
frame_gap,540,12438299
frame_gap,541,12560181
frame_gap,542,12566028
frame_gap,543,12347008
frame_gap,544,12529272
frame_gap,545,12496380
frame_gap,546,12577591
frame_gap,547,12438686
frame_gap,548,12492197
frame_gap,549,12488288
frame_gap,550,12570500
frame_gap,551,12421307
frame_gap,552,12622233
frame_gap,553,12386738
frame_gap,554,12511601
frame_gap,555,12510707
frame_gap,556,12479199
frame_gap,557,12497433
frame_gap,558,12606436
frame_gap,559,12396379
frame_gap,560,12498865
frame_gap,561,12495464
frame_gap,562,12576006
frame_gap,563,12455543
frame_gap,564,12475406
frame_gap,565,12495134
frame_gap,566,12951985
frame_gap,567,12047127
frame_gap,568,12544884
frame_gap,569,12498292
frame_gap,570,12547055
frame_gap,571,12435844
frame_gap,572,12521846
frame_gap,573,12489482
frame_gap,574,12632356
frame_gap,575,12362793
frame_gap,576,12620411
frame_gap,577,12395592
frame_gap,578,12499970
frame_gap,579,12506083
frame_gap,580,12487554
frame_gap,581,12492771
frame_gap,582,12661657
frame_gap,583,12343505
frame_gap,584,12599887
frame_gap,585,12403403
frame_gap,586,12576745
frame_gap,587,12420089
frame_gap,588,12503749
frame_gap,589,12493913
frame_gap,590,12645995
frame_gap,591,12355198
frame_gap,592,12561946
frame_gap,593,12405728
frame_gap,594,12547098
frame_gap,595,12504260
frame_gap,596,12581194
frame_gap,597,12405582
frame_gap,598,12585598
frame_gap,599,12408462
frame_gap,600,12562689
frame_gap,601,12440433
frame_gap,602,12477014
frame_gap,603,12498579
frame_gap,604,12486729
frame_gap,605,12501840
frame_gap,606,12642192
frame_gap,607,12388148
frame_gap,608,12538235
frame_gap,609,12469533
frame_gap,610,12562935
frame_gap,611,12427585
frame_gap,612,12617938
frame_gap,613,12437669
frame_gap,614,12490064
frame_gap,615,12450904
frame_gap,616,12605562
frame_gap,617,12371021
frame_gap,618,12506186
frame_gap,619,12458717
frame_gap,620,12570952
frame_gap,621,12470370
frame_gap,622,12498142
frame_gap,623,12487827
frame_gap,624,12548988
frame_gap,625,12493279
frame_gap,626,12572858
frame_gap,627,12423477
frame_gap,628,12471493
frame_gap,629,12500110
frame_gap,630,12600188
frame_gap,631,12423584
frame_gap,632,12511478
frame_gap,633,12494620
frame_gap,634,12642429
frame_gap,635,12351367
frame_gap,636,12623741
frame_gap,637,12382780
frame_gap,638,12510614
frame_gap,639,12430626
frame_gap,640,12662027
frame_gap,641,12395522
frame_gap,642,12638768
frame_gap,643,12357111
frame_gap,644,12575138
frame_gap,645,12437774
frame_gap,646,12468172
frame_gap,647,12523435
frame_gap,648,12591011
frame_gap,649,12947754
frame_gap,650,11938030
frame_gap,651,12459747
frame_gap,652,12661334
frame_gap,653,12405360
frame_gap,654,12744139
frame_gap,655,12189722
frame_gap,656,12659027
frame_gap,657,12415578
frame_gap,658,12506037
frame_gap,659,12476782
frame_gap,660,12506713
frame_gap,661,12505430
frame_gap,662,12890447
frame_gap,663,12039203
frame_gap,664,12663728
frame_gap,665,12404364
frame_gap,666,12530525
frame_gap,667,12462583
frame_gap,668,12498781
frame_gap,669,12505125
frame_gap,670,12543797
frame_gap,671,12449062
frame_gap,672,12586965
frame_gap,673,12419600
frame_gap,674,12473740
frame_gap,675,12486807
frame_gap,676,12507678
frame_gap,677,12498049
frame_gap,678,12583340
frame_gap,679,12388026
frame_gap,680,12566127
frame_gap,681,12437147
frame_gap,682,12780498
frame_gap,683,12273873
frame_gap,684,12471512
frame_gap,685,12536225
frame_gap,686,12538039
frame_gap,687,12454745
frame_gap,688,12469018
frame_gap,689,12470204
frame_gap,690,12683488
frame_gap,691,12317465
frame_gap,692,12491628
frame_gap,693,12540240
frame_gap,694,12518985
frame_gap,695,12439700
frame_gap,696,12671755
frame_gap,697,12349011
frame_gap,698,12540130
frame_gap,699,12515140
frame_gap,700,12498860
frame_gap,701,12502481
frame_gap,702,12600446
frame_gap,703,12395795
frame_gap,704,12594635
frame_gap,705,12338698
frame_gap,706,12610753
frame_gap,707,12390100
frame_gap,708,12640207
frame_gap,709,12426383
frame_gap,710,12675402
frame_gap,711,12327338
frame_gap,712,12593369
frame_gap,713,12366688
frame_gap,714,12551644
frame_gap,715,12429076
frame_gap,716,12520223
frame_gap,717,12470270
frame_gap,718,12678572
frame_gap,719,12384151
frame_gap,720,12667628
frame_gap,721,12305401
frame_gap,722,12579299
frame_gap,723,12388373
frame_gap,724,12536422
frame_gap,725,12462297
frame_gap,726,13097149
frame_gap,727,11931546
frame_gap,728,12633173
frame_gap,729,12370632
frame_gap,730,12616212
frame_gap,731,12410426
frame_gap,732,12471810
frame_gap,733,12534789
frame_gap,734,12616364
frame_gap,735,12379370
frame_gap,736,12503593
frame_gap,737,12449707
frame_gap,738,12564920
frame_gap,739,12436126
frame_gap,740,12514252
frame_gap,741,12501620
frame_gap,742,13170375
frame_gap,743,11801483
frame_gap,744,12561592
frame_gap,745,12471808
frame_gap,746,12510069
frame_gap,747,12474339
frame_gap,748,12509982
frame_gap,749,12469168
frame_gap,750,12732522
frame_gap,751,12326475
frame_gap,752,12506165
frame_gap,753,12508633
frame_gap,754,12480261
frame_gap,755,12437504
frame_gap,756,12564635
frame_gap,757,13003694
frame_gap,758,12555258
frame_gap,759,11885571
frame_gap,760,12636630
frame_gap,761,12375821
frame_gap,762,12697067
frame_gap,763,12321710
frame_gap,764,12555651
frame_gap,765,12451705
frame_gap,766,12910193
frame_gap,767,12118371
frame_gap,768,12831333
frame_gap,769,12098121
frame_gap,770,12653776
frame_gap,771,12329729
frame_gap,772,12581375
frame_gap,773,12521099
frame_gap,774,12830387
frame_gap,775,12155104
frame_gap,776,12498381
frame_gap,777,12425170
frame_gap,778,12616652
frame_gap,779,12414788
frame_gap,780,12540515
frame_gap,781,12585844
frame_gap,782,13254941
frame_gap,783,11930052
frame_gap,784,12292548
frame_gap,785,13459322
frame_gap,786,12339385
frame_gap,787,11813276
frame_gap,788,13228085
frame_gap,789,11672764
frame_gap,790,12581924
frame_gap,791,12362949
frame_gap,792,13208989
frame_gap,793,11698924
frame_gap,794,12559745
frame_gap,795,12447749
frame_gap,796,12533618
frame_gap,797,12496822
frame_gap,798,12684230
frame_gap,799,12341735
frame_gap,800,12507609
frame_gap,801,12471853
frame_gap,802,12544760
frame_gap,803,12478559
frame_gap,804,12499764
frame_gap,805,12560182
frame_gap,806,12710271
frame_gap,807,12286534
frame_gap,808,12540014
frame_gap,809,12351242
frame_gap,810,12638873
frame_gap,811,12396379
frame_gap,812,12500606
frame_gap,813,12485551
frame_gap,814,13052036
frame_gap,815,12020767
frame_gap,816,12431572
frame_gap,817,12522344
frame_gap,818,12568506
frame_gap,819,12826574
frame_gap,820,12286852
frame_gap,821,12584670
frame_gap,822,13964397
frame_gap,823,10866777
frame_gap,824,14273271
frame_gap,825,10641857
frame_gap,826,12986255
frame_gap,827,11994758
frame_gap,828,12543550
frame_gap,829,12401851
frame_gap,830,12610501
frame_gap,831,12395598
frame_gap,832,12540377
frame_gap,833,12481323
frame_gap,834,12546586
frame_gap,835,12467877
frame_gap,836,12624059
frame_gap,837,12340531
frame_gap,838,12633829
frame_gap,839,12345328
frame_gap,840,12536554
frame_gap,841,12540602
frame_gap,842,12574801
frame_gap,843,12411672
frame_gap,844,12618288
frame_gap,845,12454607
frame_gap,846,12500840
frame_gap,847,12429141
frame_gap,848,12475420
frame_gap,849,12551222
frame_gap,850,12613329
frame_gap,851,12375088
frame_gap,852,12592015
frame_gap,853,12380644
frame_gap,854,12659513
frame_gap,855,12291392
frame_gap,856,12535799
frame_gap,857,12531376
frame_gap,858,12617805
frame_gap,859,12340280
frame_gap,860,12548839
frame_gap,861,12574369
frame_gap,862,12558768
frame_gap,863,12288313
frame_gap,864,12575223
frame_gap,865,12434896
frame_gap,866,12745450
frame_gap,867,12303242
frame_gap,868,12528191
frame_gap,869,12427389
frame_gap,870,12725783
frame_gap,871,12273047
frame_gap,872,12567106
frame_gap,873,12499394
frame_gap,874,12663207
frame_gap,875,12387998
frame_gap,876,12544116
frame_gap,877,12404766
frame_gap,878,12644076
frame_gap,879,12284397
frame_gap,880,12575324
frame_gap,881,12488749
frame_gap,882,12646056
frame_gap,883,12344371
frame_gap,884,12518542
frame_gap,885,12500011
frame_gap,886,12544369
frame_gap,887,12445250
frame_gap,888,12571332
frame_gap,889,12373274
frame_gap,890,12662372
frame_gap,891,12339158
frame_gap,892,12535207
frame_gap,893,12535675
frame_gap,894,12653656
frame_gap,895,12271210
frame_gap,896,12568819
frame_gap,897,12511614
frame_gap,898,12675330
frame_gap,899,12306417
frame_gap,900,12482912
frame_gap,901,12529620
frame_gap,902,12653147
frame_gap,903,12269852
frame_gap,904,12530262
frame_gap,905,12486456
frame_gap,906,12930440
frame_gap,907,12115708
frame_gap,908,12475402
frame_gap,909,12477712
frame_gap,910,12697479
frame_gap,911,12348618
frame_gap,912,12467998
frame_gap,913,12492921
frame_gap,914,12724264
frame_gap,915,12331693
frame_gap,916,12459209
frame_gap,917,12454898
frame_gap,918,12753506
frame_gap,919,12313956
frame_gap,920,12479037
frame_gap,921,12521584
frame_gap,922,12833876
frame_gap,923,12112957
frame_gap,924,12581165
frame_gap,925,12407385
frame_gap,926,12746985
frame_gap,927,12254233
frame_gap,928,12588912
frame_gap,929,12435320
frame_gap,930,12708108
frame_gap,931,12281066
frame_gap,932,12659299
frame_gap,933,12334544
frame_gap,934,12706776
frame_gap,935,12326555
frame_gap,936,12520516
frame_gap,937,12451368
frame_gap,938,12667226
frame_gap,939,12314418
frame_gap,940,12556977
frame_gap,941,12531968
frame_gap,942,12633331
frame_gap,943,12287336
frame_gap,944,12602598
frame_gap,945,12397845
frame_gap,946,12938942
frame_gap,947,12130334
frame_gap,948,12791336
frame_gap,949,12157842
frame_gap,950,12735116
frame_gap,951,12304636
frame_gap,952,12534096
frame_gap,953,12593800
frame_gap,954,12558460
frame_gap,955,12341994
frame_gap,956,12463546
frame_gap,957,12496469
frame_gap,958,12842346
frame_gap,959,12204128
frame_gap,960,12449327
frame_gap,961,12550860
frame_gap,962,12633533
frame_gap,963,12442755
frame_gap,964,12482370
frame_gap,965,12359753
frame_gap,966,12769177
frame_gap,967,12233302
frame_gap,968,12646167
frame_gap,969,12364276
frame_gap,970,12710803
frame_gap,971,12340817
frame_gap,972,12502686
frame_gap,973,12490251
frame_gap,974,12580351
frame_gap,975,12429897
frame_gap,976,12620238
frame_gap,977,12333276
frame_gap,978,12720817
frame_gap,979,12237696
frame_gap,980,12596395
frame_gap,981,12502359
frame_gap,982,12798849
frame_gap,983,12174672
frame_gap,984,12673344
frame_gap,985,12295072
frame_gap,986,12730445
frame_gap,987,12221894
frame_gap,988,12712203
frame_gap,989,12367443
frame_gap,990,12742096
frame_gap,991,12221395
frame_gap,992,12562117
frame_gap,993,12458287
frame_gap,994,12632089
frame_gap,995,12320519
frame_gap,996,12577561
frame_gap,997,12486414
frame_gap,998,12493718
frame_gap,999,12454011
frame_gap,1000,12529015
frame_gap,1001,12474114
frame_gap,1002,12750458
frame_gap,1003,12249855
frame_gap,1004,12544467
frame_gap,1005,12503863
frame_gap,1006,12548844
frame_gap,1007,12472953
frame_gap,1008,12459695
frame_gap,1009,12527933
frame_gap,1010,12833089
frame_gap,1011,12118128
frame_gap,1012,12569920
frame_gap,1013,12505696
frame_gap,1014,12502868
frame_gap,1015,12410709
frame_gap,1016,12559612
frame_gap,1017,12451152
frame_gap,1018,12873753
frame_gap,1019,12112106
frame_gap,1020,12570581
frame_gap,1021,12512770
frame_gap,1022,12606608
frame_gap,1023,12388791
frame_gap,1024,12498563
frame_gap,1025,12501689
frame_gap,1026,12823623
frame_gap,1027,12102457
frame_gap,1028,12662715
frame_gap,1029,12371325
frame_gap,1030,12572031
frame_gap,1031,12454814
frame_gap,1032,12505717
frame_gap,1033,12524473
frame_gap,1034,12891015
frame_gap,1035,12078009
frame_gap,1036,12585451
frame_gap,1037,12443738
frame_gap,1038,12557053
frame_gap,1039,12340140
frame_gap,1040,12576340
frame_gap,1041,12508725
frame_gap,1042,12780347
frame_gap,1043,12168535
frame_gap,1044,12664980
frame_gap,1045,12338304
frame_gap,1046,12590195
frame_gap,1047,12438242
frame_gap,1048,12556990
frame_gap,1049,12465320
frame_gap,1050,12545947
frame_gap,1051,12354744
frame_gap,1052,12616855
frame_gap,1053,12445879
frame_gap,1054,12664691
frame_gap,1055,12375988
frame_gap,1056,12481333
frame_gap,1057,12462040
frame_gap,1058,12707093
frame_gap,1059,12295591
frame_gap,1060,12513001
frame_gap,1061,12499775
frame_gap,1062,12728508
frame_gap,1063,12251777
frame_gap,1064,12524652
frame_gap,1065,12495496
frame_gap,1066,12887097
frame_gap,1067,12051861
frame_gap,1068,13069015
frame_gap,1069,12004859
frame_gap,1070,12556641
frame_gap,1071,12390558
frame_gap,1072,12556113
frame_gap,1073,12473843
frame_gap,1074,12910268
frame_gap,1075,12092139
frame_gap,1076,12755141
frame_gap,1077,12246262
frame_gap,1078,12691999
frame_gap,1079,12291029
frame_gap,1080,12531817
frame_gap,1081,12458333
frame_gap,1082,12813768
frame_gap,1083,12254488
frame_gap,1084,12981374
frame_gap,1085,11995113
frame_gap,1086,12537155
frame_gap,1087,12494825
frame_gap,1088,12497122
frame_gap,1089,12483253
frame_gap,1090,12874696
frame_gap,1091,12166008
frame_gap,1092,12490793
frame_gap,1093,12490982
frame_gap,1094,12582231
frame_gap,1095,12355670
frame_gap,1096,12514968
frame_gap,1097,12462759
frame_gap,1098,12709975
frame_gap,1099,12286504
frame_gap,1100,12582409
frame_gap,1101,12466528
frame_gap,1102,12581592
frame_gap,1103,12390948
frame_gap,1104,12503512
frame_gap,1105,12571632
frame_gap,1106,12506987
frame_gap,1107,12410248
frame_gap,1108,12592320
frame_gap,1109,12426430
frame_gap,1110,12664702
frame_gap,1111,12309748
frame_gap,1112,12592521
frame_gap,1113,12546896
frame_gap,1114,12469132
frame_gap,1115,12452853
frame_gap,1116,12503440
frame_gap,1117,12507841
frame_gap,1118,12609665
frame_gap,1119,12295688
frame_gap,1120,12583632
frame_gap,1121,12479513
frame_gap,1122,12801985
frame_gap,1123,12178473
frame_gap,1124,12487170
frame_gap,1125,12521781
frame_gap,1126,12592176
frame_gap,1127,12411358
frame_gap,1128,12507492
frame_gap,1129,12516783
frame_gap,1130,12576589
frame_gap,1131,12436784
frame_gap,1132,12475345
frame_gap,1133,12536873
frame_gap,1134,12735573
frame_gap,1135,12199294
frame_gap,1136,12630863
frame_gap,1137,12348376
frame_gap,1138,12593029
frame_gap,1139,12421188
frame_gap,1140,12515529
frame_gap,1141,12546676
frame_gap,1142,12775900
frame_gap,1143,12132448
frame_gap,1144,12693617
frame_gap,1145,12329693
frame_gap,1146,12534162
frame_gap,1147,12434484
frame_gap,1148,12581157
frame_gap,1149,12520669
frame_gap,1150,12830419
frame_gap,1151,12156286
