id,lane,target_ns,stage
108,1,19680821489,scored
109,1,19749044596,scored
110,0,19864817278,scored
111,1,19968321046,scored
112,0,20005421533,scored
113,0,20144324623,scored
114,1,20215656110,scored
115,0,20249999651,scored
116,1,20308384523,scored
117,0,20515116505,scored
118,1,20577247393,scored
119,1,20916961745,scored
120,1,20971086484,scored
121,0,21101603305,scored
122,0,21373545947,scored
123,1,21390359830,scored
124,0,21541355142,scored
125,1,21603392155,scored
126,1,21653198707,scored
127,0,21701648366,scored
128,0,21840318343,scored
129,1,21849528706,scored
130,1,22086739648,scored
131,1,22917367685,scored
132,0,22954544480,scored
133,1,23169709205,scored
134,0,23199219580,scored
135,0,23275358895,scored
136,1,23415765632,scored
137,1,23825765106,scored
138,0,23848762055,scored
139,1,23894835582,scored
140,1,24177536542,scored
141,0,24182425986,scored
142,0,24244930477,scored
143,1,24373150477,scored
144,0,24407945818,scored
145,1,24816500553,scored
146,1,24896827913,scored
147,0,24911606105,scored
148,1,25014684687,scored
149,0,25018219155,scored
150,1,25056521787,scored
151,1,25559298303,scored
152,0,25586262599,scored
153,1,25623409571,scored
154,1,25693005957,scored
155,0,25903377988,scored
156,1,25987559581,scored
157,1,26235390373,scored
158,0,26291048813,scored
159,0,26405942270,scored
160,1,26430972440,scored
161,0,26593305190,scored
162,1,26732084402,scored
163,1,26848340016,scored
164,1,27009823527,scored
165,0,27131817167,scored
166,1,27373264712,scored
167,0,27579000628,scored
168,1,27590347689,scored
169,0,27678292146,scored
170,0,27765460210,scored
171,1,27991666728,scored
172,1,28203993593,scored
173,0,28239252062,scored
174,1,28253685780,scored
175,0,28288290786,scored
176,1,28345645493,scored
177,0,28452585641,scored
178,1,28881368307,scored
179,1,29297229783,scored
180,0,29334593293,scored
181,1,29363672525,scored
182,0,29560814059,scored
183,1,29575952696,scored
184,1,29708522711,scored
185,0,29923750035,scored
186,0,30110483685,scored
187,1,30316594735,scored
188,0,30441635210,scored
189,1,30466802666,scored
190,1,30565879657,scored
191,0,30658539281,scored
192,0,30750086871,scored
193,0,30816935794,scored
194,1,30823428429,scored
195,1,30948264672,scored
196,1,31119168547,scored
197,1,31280961702,scored
198,0,31353515678,scored
199,1,31676557952,scored
200,0,31689771610,scored
201,1,31721797213,scored
202,0,31736244071,scored
203,0,32170286886,scored
204,0,32397144594,scored
205,0,32491579303,scored
206,0,32553329763,scored
207,1,32715334720,scored
208,1,33007694918,scored
209,1,33897715476,scored
210,0,33906689019,scored
211,1,34410176521,scored
212,0,34603126575,scored
213,0,35126518955,scored
214,1,35152990968,scored
215,0,35278778114,scored
216,1,35647019151,scored
217,1,36279154310,scored
218,0,36614681605,scored
219,0,37052077163,scored
220,0,37145773266,scored
221,0,37490839211,scored
222,1,37491269555,scored
223,1,37593350754,scored
224,0,37692090916,scored
225,1,37763276259,scored
226,1,38033096328,scored
227,1,38098467042,scored
228,0,38216641385,scored
229,1,38227432703,scored
230,0,38351727827,scored
231,0,38542666418,scored
232,1,38575748722,scored
233,0,38788072605,scored
234,0,39151752065,scored
235,1,39211308658,scored
236,0,39223017396,scored
237,0,39316103602,scored
238,0,39376063800,scored
239,0,39521555780,scored
240,0,39662673991,scored
241,1,39749787880,scored
242,1,40009407838,scored
243,1,40535881389,scored
244,1,40578706857,scored
245,1,40644365275,scored
246,0,40819203062,scored
247,1,40836543607,scored
248,0,41682471967,scored
249,1,41687823941,scored
250,0,41741744598,scored
251,1,42021729401,scored
252,0,42120019723,scored
253,1,42224516598,scored
254,0,42360165668,scored
255,1,42422179334,scored
256,0,42455468480,scored
257,0,42929767802,scored
258,1,43018668337,scored
259,0,43216004991,scored
260,1,43275492473,scored
261,1,43331626611,scored
262,0,43373739575,scored
263,1,43808542141,scored
264,0,44023389613,scored
265,1,44110351387,scored
266,0,44141306569,scored
267,1,44179597364,scored
268,0,44248263526,scored
269,1,44285122227,scored
270,0,44290388865,scored
271,1,44385186200,scored
272,0,44399328016,scored
273,1,44543761795,scored
274,0,44583737209,scored
275,1,44875520724,scored
276,0,44915402494,scored
277,0,45012500544,scored
278,0,45069863883,scored
279,1,45106389996,scored
280,0,45182573386,scored
281,1,45229356584,scored
282,0,45259908847,scored
283,0,45563489842,scored
284,1,45661720724,scored
285,0,45912534412,scored
286,0,45959918454,scored
287,0,46012322631,scored
288,0,46208417564,scored
289,0,46445067023,scored
290,1,46658441436,scored
291,1,46718720404,scored
292,0,46733040396,scored
293,0,47227748798,scored
294,0,47564882158,scored
295,1,47721687634,scored
296,1,48013446955,scored
297,0,48259851138,scored
298,1,48272131206,scored
299,1,48427344926,scored
300,0,48559809239,scored
301,1,48578006758,scored
302,1,48649997499,scored
303,0,48795609964,scored
304,1,48815556687,scored
305,0,48863016754,scored
306,1,48948768709,scored
307,0,48972109998,scored
308,0,49049974771,scored
309,0,49105653845,scored
310,1,49221480925,scored
311,0,49320993812,scored
312,1,49381436521,scored
313,0,49511819732,scored
314,1,49545417541,scored
315,0,49556035045,scored
316,1,49609242080,scored
317,0,49862474544,scored
318,0,49974162851,scored
319,1,50158103553,scored
320,0,50239679993,scored
321,0,50350420229,scored
322,1,50394245498,scored
323,1,50442810129,scored
324,0,50509715152,scored
325,1,50513176594,scored
326,1,50698579992,scored
327,0,50718192785,scored
328,0,50916971273,scored
329,0,51379257263,scored
330,1,51415327739,scored
331,0,51439079969,scored
332,0,51642291743,scored
333,0,51852200356,scored
334,0,52002396236,scored
335,1,52029773797,scored
336,1,52287205776,scored
337,0,52291884332,scored
338,0,52693529881,scored
339,1,52713960789,scored
340,1,52808229876,scored
341,1,53037211413,scored
342,0,53058752737,scored
343,0,53135107237,scored
344,1,53173684576,scored
345,1,53257485450,scored
346,0,53308643240,scored
347,1,53398441453,scored
348,0,53486868434,scored
349,0,53604914922,scored
350,1,53612200683,scored
351,0,53669755795,scored
352,1,53917453937,scored
353,1,54058804544,scored
354,0,54107741425,scored
355,1,54200230624,scored
356,0,54246909268,scored
357,1,54283482767,scored
358,0,54320920069,scored
359,1,54447312675,scored
360,1,54535398147,scored
361,0,54564403935,scored
362,1,54819831329,scored
363,0,54919040234,scored
364,1,54980278738,scored
365,1,55317107126,scored
366,0,55568616550,scored
367,1,55593733077,scored
368,0,55824583903,scored
369,0,55983809047,scored
370,1,56025100909,scored
371,0,56167840027,scored
372,1,56631280641,scored
373,0,56700034736,scored
374,0,56759693776,scored
375,1,56831954035,scored
376,0,56850583434,scored
377,1,57003518917,scored
378,0,57160804464,scored
379,1,57195908193,scored
380,1,57279049482,scored
381,0,57314570770,scored
382,1,57446713016,scored
383,0,57473054177,scored
384,0,57671284702,scored
385,1,57824155264,scored
386,0,57825931929,scored
387,1,58002123848,scored
388,0,58099229136,scored
389,0,58165652026,scored
390,1,58202856341,scored
391,0,58267914679,scored
392,1,58274975615,scored
393,0,58371661360,scored
394,1,58418148077,scored
395,0,58472675316,scored
396,1,58902323829,scored
397,0,58903400495,scored
398,0,59212036112,scored
399,1,59252256384,scored
400,0,59301635641,scored
401,0,59579742059,scored
402,1,59596105800,scored
403,0,59808610935,scored
404,1,59902739754,scored
405,0,59960331876,scored
406,0,60084463034,scored
407,1,60202762008,scored
408,0,60219335717,scored
409,0,60396732139,scored
410,0,60766767159,scored
411,1,60812021054,scored
412,1,60938639353,scored
